id,date,score,target
6567,2020-02-21,546,0
6568,2020-03-30,541,0
6569,2020-03-15,572,0
6570,2020-02-11,426,0
6571,2020-01-14,497,0
6572,2020-03-10,441,0
6573,2020-01-31,554,0
6574,2020-01-12,494,0
6575,2020-01-31,535,0
6576,2020-03-05,532,0
6577,2020-02-25,438,0
6578,2020-02-05,528,0
6579,2020-01-20,495,0
6580,2020-03-20,499,0
6581,2020-01-20,454,0
6582,2020-01-17,456,0
6583,2020-03-28,396,0
6584,2020-03-17,468,0
6585,2020-01-06,480,0
6586,2020-01-21,518,0
6587,2020-02-20,459,0
6588,2020-01-31,554,0
6589,2020-03-19,497,0
6590,2020-03-06,502,0
6591,2020-02-09,468,0
6592,2020-02-29,494,0
6593,2020-01-07,507,0
6594,2020-03-25,517,0
6595,2020-02-27,567,0
6596,2020-01-31,539,0
6597,2020-01-14,494,0
6598,2020-03-04,492,0
6599,2020-01-25,449,0
6600,2020-03-19,505,0
6601,2020-01-25,473,0
6602,2020-02-29,478,0
6603,2020-03-05,554,0
6604,2020-02-29,479,0
6605,2020-03-01,495,0
6606,2020-01-04,484,0
6607,2020-02-09,536,0
6608,2020-03-20,537,0
6609,2020-02-19,453,0
6610,2020-03-19,498,0
6611,2020-03-09,472,0
6612,2020-01-27,405,0
6613,2020-03-22,552,0
6614,2020-02-12,474,0
6615,2020-03-27,526,0
6616,2020-02-15,533,0
6617,2020-01-31,497,0
6618,2020-01-19,446,0
6619,2020-01-01,463,0
6620,2020-03-25,504,0
6621,2020-01-21,473,0
6622,2020-02-20,468,0
6623,2020-02-19,460,0
6624,2020-01-03,462,0
6625,2020-03-06,544,0
6626,2020-01-25,518,0
6627,2020-03-31,435,0
6628,2020-01-29,490,0
6629,2020-01-30,484,0
6630,2020-02-29,559,0
6631,2020-03-11,441,0
6632,2020-01-12,510,0
6633,2020-03-03,447,0
6634,2020-01-17,535,0
6635,2020-01-14,521,0
6636,2020-03-09,538,0
6637,2020-03-05,476,0
6638,2020-02-02,417,0
6639,2020-02-21,508,0
6640,2020-01-10,567,0
6641,2020-01-19,551,0
6642,2020-01-16,543,0
6643,2020-01-20,604,0
6644,2020-03-01,538,0
6645,2020-03-01,520,0
6646,2020-01-23,440,0
6647,2020-01-23,465,0
6648,2020-01-23,462,0
6649,2020-03-08,439,0
6650,2020-03-15,542,0
6651,2020-03-13,386,0
6652,2020-01-20,534,0
6653,2020-03-10,491,0
6654,2020-03-25,448,0
6655,2020-02-01,492,0
6656,2020-03-21,552,0
6657,2020-01-31,545,0
6658,2020-02-20,511,0
6659,2020-03-01,559,0
6660,2020-01-28,515,0
6661,2020-01-19,473,0
6662,2020-01-12,584,0
6663,2020-03-11,540,0
6664,2020-02-23,552,0
6665,2020-01-14,453,0
6666,2020-03-18,444,0
6667,2020-03-16,438,0
6668,2020-01-27,426,0
6669,2020-01-08,575,0
6670,2020-01-30,480,0
6671,2020-02-01,516,0
6672,2020-02-01,498,0
6673,2020-02-20,539,0
6674,2020-03-21,498,0
6675,2020-01-29,446,0
6676,2020-01-12,523,0
6677,2020-03-17,562,0
6678,2020-01-27,526,0
6679,2020-01-29,515,0
6680,2020-03-20,516,0
6681,2020-01-15,483,0
6682,2020-02-16,591,0
6683,2020-02-18,464,0
6684,2020-02-28,452,0
6685,2020-02-22,503,0
6686,2020-02-21,493,0
6687,2020-01-15,542,0
6688,2020-01-22,448,0
6689,2020-02-14,448,0
6690,2020-03-20,539,0
6691,2020-01-21,564,0
6692,2020-02-28,575,0
6693,2020-02-02,537,0
6694,2020-02-10,464,0
6695,2020-02-27,460,0
6696,2020-01-05,448,0
6697,2020-03-21,484,0
6698,2020-02-17,555,0
6699,2020-03-21,487,0
6700,2020-01-31,531,0
6701,2020-03-17,551,0
6702,2020-01-14,495,0
6703,2020-02-07,499,0
6704,2020-03-19,542,0
6705,2020-02-22,486,0
6706,2020-02-29,534,0
6707,2020-03-26,574,0
6708,2020-02-16,403,0
6709,2020-01-22,448,0
6710,2020-02-22,507,0
6711,2020-02-18,511,0
6712,2020-01-30,544,0
6713,2020-01-23,551,0
6714,2020-03-09,559,0
6715,2020-01-23,505,0
6716,2020-01-28,440,0
6717,2020-03-11,556,0
6718,2020-02-28,495,0
6719,2020-02-10,482,0
6720,2020-01-26,483,0
6721,2020-02-16,558,0
6722,2020-02-14,475,0
6723,2020-01-07,433,0
6724,2020-01-08,534,0
6725,2020-02-28,510,0
6726,2020-03-18,539,0
6727,2020-01-24,462,0
6728,2020-03-26,475,0
6729,2020-03-28,543,0
6730,2020-02-20,518,0
6731,2020-03-28,487,0
6732,2020-03-31,520,0
6733,2020-03-20,487,0
6734,2020-01-04,511,0
6735,2020-02-26,506,0
6736,2020-01-10,499,0
6737,2020-03-29,479,0
6738,2020-03-04,531,0
6739,2020-01-06,559,0
6740,2020-03-23,540,0
6741,2020-01-27,515,0
6742,2020-02-27,525,0
6743,2020-01-09,481,0
6744,2020-01-23,473,0
6745,2020-02-18,445,0
6746,2020-01-20,476,0
6747,2020-02-14,558,0
6748,2020-02-21,438,0
6749,2020-03-13,501,0
6750,2020-01-05,479,0
6751,2020-01-29,516,0
6752,2020-02-12,480,0
6753,2020-02-01,432,0
6754,2020-02-28,515,0
6755,2020-02-03,457,0
6756,2020-01-07,464,0
6757,2020-02-01,503,0
6758,2020-02-28,464,0
6759,2020-01-19,460,0
6760,2020-01-22,506,0
6761,2020-01-13,520,0
6762,2020-03-23,471,0
6763,2020-03-18,462,0
6764,2020-02-21,419,0
6765,2020-02-04,518,0
6766,2020-01-24,479,0
6767,2020-03-09,499,0
6768,2020-03-03,515,0
6769,2020-01-30,399,0
6770,2020-01-16,546,0
6771,2020-01-08,422,0
6772,2020-01-01,446,0
6773,2020-02-07,544,0
6774,2020-01-01,531,0
6775,2020-01-13,433,0
6776,2020-02-15,503,0
6777,2020-01-23,535,0
6778,2020-03-06,471,0
6779,2020-03-13,463,0
6780,2020-01-08,563,0
6781,2020-01-25,514,0
6782,2020-01-17,539,0
6783,2020-01-31,488,0
6784,2020-02-29,528,0
6785,2020-03-26,463,0
6786,2020-02-16,527,0
6787,2020-02-02,448,0
6788,2020-02-26,536,0
6789,2020-03-21,533,0
6790,2020-03-23,535,0
6791,2020-02-05,507,0
6792,2020-03-31,470,0
6793,2020-02-04,472,0
6794,2020-03-19,514,0
6795,2020-03-27,519,0
6796,2020-03-25,465,0
6797,2020-02-23,522,0
6798,2020-01-12,510,0
6799,2020-02-12,463,0
6800,2020-01-14,522,0
6801,2020-01-27,525,0
6802,2020-02-21,462,0
6803,2020-01-08,619,0
6804,2020-01-27,519,0
6805,2020-03-23,563,0
6806,2020-01-19,502,0
6807,2020-02-27,463,0
6808,2020-01-14,564,0
6809,2020-03-16,529,0
6810,2020-03-30,527,0
6811,2020-01-31,537,0
6812,2020-01-04,498,0
6813,2020-03-20,429,0
6814,2020-03-06,518,0
6815,2020-03-26,468,0
6816,2020-01-01,543,0
6817,2020-01-07,474,0
6818,2020-03-01,490,0
6819,2020-01-01,484,0
6820,2020-02-27,499,0
6821,2020-02-28,522,0
6822,2020-01-02,539,0
6823,2020-01-09,421,0
6824,2020-02-14,529,0
6825,2020-02-01,552,0
6826,2020-03-06,497,0
6827,2020-02-08,480,0
6828,2020-01-05,390,0
6829,2020-03-11,481,0
6830,2020-03-23,498,0
6831,2020-03-20,488,0
6832,2020-03-11,520,0
6833,2020-02-12,519,0
6834,2020-02-06,489,0
6835,2020-02-04,463,0
6836,2020-03-01,460,0
6837,2020-01-05,468,0
6838,2020-02-04,541,0
6839,2020-01-03,540,0
6840,2020-03-08,532,0
6841,2020-01-27,430,0
6842,2020-01-13,477,0
6843,2020-02-26,567,0
6844,2020-02-05,548,0
6845,2020-03-17,479,0
6846,2020-03-26,482,0
6847,2020-01-07,562,0
6848,2020-01-13,478,0
6849,2020-03-27,441,0
6850,2020-03-17,536,0
6851,2020-02-18,474,0
6852,2020-02-02,464,0
6853,2020-03-18,486,0
6854,2020-01-04,477,0
6855,2020-02-26,559,0
6856,2020-02-18,486,0
6857,2020-03-20,456,0
6858,2020-01-24,559,0
6859,2020-03-04,459,0
6860,2020-01-15,507,0
6861,2020-03-06,511,0
6862,2020-03-25,491,0
6863,2020-03-31,441,0
6864,2020-01-15,502,0
6865,2020-01-04,524,0
6866,2020-02-10,480,0
6867,2020-02-07,430,0
6868,2020-01-10,533,0
6869,2020-02-04,559,0
6870,2020-01-06,533,0
6871,2020-03-18,559,0
6872,2020-01-22,513,0
6873,2020-02-01,492,0
6874,2020-01-27,580,0
6875,2020-01-19,516,0
6876,2020-02-03,489,0
6877,2020-01-14,487,0
6878,2020-02-25,449,0
6879,2020-03-03,466,0
6880,2020-02-03,526,0
6881,2020-02-17,576,0
6882,2020-01-09,537,0
6883,2020-01-02,534,0
6884,2020-02-13,443,0
6885,2020-03-30,486,0
6886,2020-02-25,563,0
6887,2020-02-26,482,0
6888,2020-01-08,476,0
6889,2020-03-16,523,0
6890,2020-03-31,529,0
6891,2020-03-20,404,0
6892,2020-02-23,511,0
6893,2020-02-02,511,0
6894,2020-03-29,542,0
6895,2020-02-16,515,0
6896,2020-03-10,501,0
6897,2020-02-24,504,0
6898,2020-01-12,550,0
6899,2020-03-17,497,0
6900,2020-03-27,475,0
6901,2020-03-17,415,0
6902,2020-02-11,473,0
6903,2020-03-26,411,0
6904,2020-01-07,526,0
6905,2020-03-15,438,0
6906,2020-02-11,502,0
6907,2020-02-07,498,0
6908,2020-01-23,456,0
6909,2020-01-03,543,0
6910,2020-01-29,506,0
6911,2020-01-28,536,0
6912,2020-01-07,490,0
6913,2020-03-28,523,0
6914,2020-01-17,488,0
6915,2020-01-05,515,0
6916,2020-02-28,476,0
6917,2020-03-06,489,0
6918,2020-02-28,534,0
6919,2020-02-06,486,0
6920,2020-03-11,476,0
6921,2020-01-10,479,0
6922,2020-01-11,429,0
6923,2020-01-01,520,0
6924,2020-01-18,505,0
6925,2020-01-17,479,0
6926,2020-02-12,616,0
6927,2020-03-25,483,0
6928,2020-03-19,531,0
6929,2020-02-04,499,0
6930,2020-03-09,498,0
6931,2020-02-10,495,0
6932,2020-01-24,482,0
6933,2020-01-18,486,0
6934,2020-01-03,508,0
6935,2020-01-06,494,0
6936,2020-03-08,505,0
6937,2020-01-23,527,0
6938,2020-03-13,506,0
6939,2020-01-23,447,0
6940,2020-02-27,537,0
6941,2020-01-18,456,0
6942,2020-02-29,512,0
6943,2020-02-24,441,0
6944,2020-01-12,467,0
6945,2020-02-04,515,0
6946,2020-01-11,529,0
6947,2020-01-29,419,0
6948,2020-01-08,526,0
6949,2020-03-19,533,0
6950,2020-02-23,408,0
6951,2020-01-19,492,0
6952,2020-01-27,557,0
6953,2020-01-02,452,0
6954,2020-02-05,510,0
6955,2020-01-26,544,0
6956,2020-01-28,537,0
6957,2020-03-04,530,0
6958,2020-01-31,513,0
6959,2020-01-11,543,0
6960,2020-03-18,429,0
6961,2020-01-20,501,0
6962,2020-01-05,445,0
6963,2020-01-08,498,0
6964,2020-02-07,462,0
6965,2020-03-16,458,0
6966,2020-02-11,506,0
6967,2020-01-27,519,0
6968,2020-03-01,564,0
6969,2020-03-09,508,0
6970,2020-03-21,542,0
6971,2020-03-17,570,0
6972,2020-03-30,572,0
6973,2020-03-20,518,0
6974,2020-01-04,519,0
6975,2020-01-23,439,0
6976,2020-01-13,513,0
6977,2020-03-11,476,0
6978,2020-02-05,456,0
6979,2020-02-17,540,0
6980,2020-03-11,573,0
6981,2020-03-14,532,0
6982,2020-02-19,505,0
6983,2020-02-25,481,0
6984,2020-02-19,559,0
6985,2020-01-24,476,0
6986,2020-02-06,478,0
6987,2020-02-24,472,0
6988,2020-01-21,444,0
6989,2020-02-16,478,0
6990,2020-02-04,513,0
6991,2020-03-10,434,0
6992,2020-02-20,482,0
6993,2020-01-12,537,0
6994,2020-01-17,586,0
6995,2020-01-31,470,0
6996,2020-01-03,509,0
6997,2020-02-03,549,0
6998,2020-02-27,543,0
6999,2020-03-03,584,0
7000,2020-01-04,555,0
7001,2020-03-10,476,0
7002,2020-01-20,556,0
7003,2020-02-21,491,0
7004,2020-03-19,517,0
7005,2020-01-26,477,0
7006,2020-03-24,440,0
7007,2020-01-30,577,0
7008,2020-03-14,470,0
7009,2020-03-17,538,0
7010,2020-01-16,449,0
7011,2020-02-19,502,0
7012,2020-01-18,585,0
7013,2020-03-08,523,0
7014,2020-01-22,462,0
7015,2020-01-08,524,0
7016,2020-03-04,510,0
7017,2020-01-26,458,0
7018,2020-01-08,538,0
7019,2020-02-06,484,0
7020,2020-01-02,532,0
7021,2020-01-11,491,0
7022,2020-01-11,518,0
7023,2020-02-06,482,0
7024,2020-03-20,501,0
7025,2020-01-23,476,0
7026,2020-01-18,393,0
7027,2020-03-22,559,0
7028,2020-01-29,525,0
7029,2020-01-01,492,0
7030,2020-03-30,575,0
7031,2020-03-04,479,0
7032,2020-01-14,441,0
7033,2020-03-26,555,0
7034,2020-01-27,536,0
7035,2020-01-13,552,0
7036,2020-03-04,493,0
7037,2020-01-27,448,0
7038,2020-01-21,504,0
7039,2020-02-27,548,0
7040,2020-03-16,506,0
7041,2020-02-02,558,0
7042,2020-02-10,464,0
7043,2020-02-18,472,0
7044,2020-03-10,475,0
7045,2020-01-23,459,0
7046,2020-03-20,579,0
7047,2020-03-11,487,0
7048,2020-02-25,518,0
7049,2020-01-21,469,0
7050,2020-03-12,498,0
7051,2020-01-12,391,0
7052,2020-01-09,534,0
7053,2020-02-26,482,0
7054,2020-03-28,562,0
7055,2020-03-27,527,0
7056,2020-02-12,497,0
7057,2020-01-31,415,0
7058,2020-02-03,497,0
7059,2020-03-20,545,0
7060,2020-03-27,501,0
7061,2020-03-04,443,0
7062,2020-02-28,467,0
7063,2020-03-27,499,0
7064,2020-03-16,498,0
7065,2020-03-23,413,0
7066,2020-01-26,491,0
7067,2020-01-24,422,0
7068,2020-02-04,492,0
7069,2020-02-20,506,0
7070,2020-03-03,534,0
7071,2020-01-26,478,0
7072,2020-02-02,557,0
7073,2020-02-17,513,0
7074,2020-02-10,499,0
7075,2020-02-02,483,0
7076,2020-03-04,480,0
7077,2020-01-03,427,0
7078,2020-01-17,400,0
7079,2020-02-19,485,0
7080,2020-03-15,468,0
7081,2020-03-20,480,0
7082,2020-01-10,553,0
7083,2020-03-06,454,0
7084,2020-03-28,474,0
7085,2020-01-06,545,0
7086,2020-02-23,491,0
7087,2020-01-01,484,0
7088,2020-01-20,552,0
7089,2020-03-16,489,0
7090,2020-02-16,509,0
7091,2020-03-26,518,0
7092,2020-03-23,515,0
7093,2020-03-29,510,0
7094,2020-01-07,455,0
7095,2020-01-02,452,0
7096,2020-02-11,489,0
7097,2020-01-24,491,0
7098,2020-03-04,410,0
7099,2020-01-09,501,0
7100,2020-02-26,528,0
7101,2020-02-28,523,0
7102,2020-01-19,533,0
7103,2020-03-07,487,0
7104,2020-03-12,615,0
7105,2020-01-21,562,0
7106,2020-01-31,533,0
7107,2020-01-23,512,0
7108,2020-03-02,535,0
7109,2020-03-28,501,0
7110,2020-01-05,489,0
7111,2020-01-02,478,0
7112,2020-02-01,468,0
7113,2020-02-05,481,0
7114,2020-03-01,514,0
7115,2020-01-19,422,0
7116,2020-02-19,534,0
7117,2020-03-30,487,0
7118,2020-01-26,478,0
7119,2020-03-16,421,0
7120,2020-01-29,530,0
7121,2020-03-09,528,0
7122,2020-01-17,521,0
7123,2020-03-04,513,0
7124,2020-02-23,338,0
7125,2020-01-18,483,0
7126,2020-01-23,453,0
7127,2020-02-19,520,0
7128,2020-03-04,471,0
7129,2020-01-29,508,0
7130,2020-03-10,545,0
7131,2020-01-29,461,0
7132,2020-01-23,543,0
7133,2020-01-30,550,0
7134,2020-03-16,531,0
7135,2020-03-27,503,0
7136,2020-01-30,488,0
7137,2020-01-05,462,0
7138,2020-02-20,516,0
7139,2020-02-25,568,0
7140,2020-01-17,463,0
7141,2020-02-25,552,0
7142,2020-01-25,518,0
7143,2020-02-25,513,0
7144,2020-01-07,417,0
7145,2020-03-05,477,0
7146,2020-03-09,509,0
7147,2020-03-12,467,0
7148,2020-02-29,491,0
7149,2020-01-30,565,0
7150,2020-03-17,417,0
7151,2020-02-21,485,0
7152,2020-01-01,481,0
7153,2020-02-15,512,0
7154,2020-03-01,478,0
7155,2020-01-18,529,0
7156,2020-01-21,556,0
7157,2020-02-19,464,0
7158,2020-01-24,498,0
7159,2020-02-25,490,0
7160,2020-01-17,449,0
7161,2020-01-09,494,0
7162,2020-01-11,471,0
7163,2020-01-05,487,0
7164,2020-01-05,471,0
7165,2020-03-20,424,0
7166,2020-03-02,499,0
7167,2020-01-08,396,0
7168,2020-02-15,520,0
7169,2020-01-12,515,0
7170,2020-01-16,531,0
7171,2020-03-16,473,0
7172,2020-02-29,587,0
7173,2020-01-20,585,0
7174,2020-01-21,496,0
7175,2020-01-08,472,0
7176,2020-02-21,479,0
7177,2020-01-19,488,0
7178,2020-02-07,485,0
7179,2020-02-11,559,0
7180,2020-02-08,488,0
7181,2020-03-04,463,0
7182,2020-02-11,517,0
7183,2020-01-14,456,0
7184,2020-02-12,512,0
7185,2020-02-12,464,0
7186,2020-01-02,507,0
7187,2020-02-01,472,0
7188,2020-03-03,453,0
7189,2020-03-07,454,0
7190,2020-01-11,506,0
7191,2020-02-27,399,0
7192,2020-01-20,544,0
7193,2020-01-13,483,0
7194,2020-02-01,553,0
7195,2020-01-05,561,0
7196,2020-01-27,528,0
7197,2020-03-18,539,0
7198,2020-02-14,452,0
7199,2020-01-08,507,0
7200,2020-01-05,425,0
7201,2020-03-27,496,0
7202,2020-03-15,526,0
7203,2020-03-13,478,0
7204,2020-01-13,480,0
7205,2020-01-19,497,0
7206,2020-01-23,447,0
7207,2020-03-20,521,0
7208,2020-03-26,517,0
7209,2020-03-03,470,0
7210,2020-03-15,501,0
7211,2020-03-07,528,0
7212,2020-02-18,499,0
7213,2020-03-23,517,0
7214,2020-01-18,567,0
7215,2020-01-11,400,0
7216,2020-03-25,535,0
7217,2020-03-12,528,0
7218,2020-03-16,488,0
7219,2020-03-16,512,0
7220,2020-01-24,544,0
7221,2020-01-10,545,0
7222,2020-02-11,545,0
7223,2020-01-13,414,0
7224,2020-01-27,510,0
7225,2020-02-11,479,0
7226,2020-03-05,568,0
7227,2020-02-20,536,0
7228,2020-01-02,486,0
7229,2020-03-01,435,0
7230,2020-03-10,509,0
7231,2020-02-29,479,0
7232,2020-01-30,599,0
7233,2020-01-22,496,0
7234,2020-03-09,486,0
7235,2020-03-07,576,0
7236,2020-01-24,540,0
7237,2020-02-09,454,0
7238,2020-01-07,508,0
7239,2020-01-08,527,0
7240,2020-01-17,441,0
7241,2020-01-07,455,0
7242,2020-02-06,495,0
7243,2020-02-29,441,0
7244,2020-01-04,462,0
7245,2020-03-20,559,0
7246,2020-03-13,538,0
7247,2020-03-17,528,0
7248,2020-02-29,410,0
7249,2020-01-17,492,0
7250,2020-03-13,438,0
7251,2020-03-04,508,0
7252,2020-03-15,488,0
7253,2020-03-24,512,0
7254,2020-01-15,451,0
7255,2020-02-20,524,0
7256,2020-03-11,540,0
7257,2020-03-24,531,0
7258,2020-03-12,444,0
7259,2020-03-06,428,0
7260,2020-01-25,442,0
7261,2020-01-04,397,0
7262,2020-03-26,486,0
7263,2020-01-18,514,0
7264,2020-01-17,486,0
7265,2020-01-12,502,0
7266,2020-01-29,418,0
7267,2020-02-15,523,0
7268,2020-02-12,517,0
7269,2020-02-03,508,0
7270,2020-01-16,584,0
7271,2020-01-18,501,0
7272,2020-01-23,383,0
7273,2020-01-10,404,0
7274,2020-02-15,448,0
7275,2020-02-28,481,0
7276,2020-02-28,551,0
7277,2020-03-04,495,0
7278,2020-02-19,503,0
7279,2020-02-26,382,0
7280,2020-02-27,573,0
7281,2020-01-20,451,0
7282,2020-02-10,557,0
7283,2020-01-28,456,0
7284,2020-02-05,527,0
7285,2020-02-03,484,0
7286,2020-02-12,466,0
7287,2020-03-11,433,0
7288,2020-02-27,516,0
7289,2020-02-26,499,0
7290,2020-01-30,469,0
7291,2020-02-09,558,0
7292,2020-01-26,522,0
7293,2020-02-29,550,0
7294,2020-01-23,479,0
7295,2020-02-21,462,0
7296,2020-02-24,473,0
7297,2020-01-01,571,0
7298,2020-01-13,484,0
7299,2020-02-16,463,0
7300,2020-01-16,499,0
7301,2020-03-19,429,0
7302,2020-03-18,432,0
7303,2020-01-22,430,0
7304,2020-01-18,578,0
7305,2020-02-06,470,0
7306,2020-03-13,564,0
7307,2020-02-11,411,0
7308,2020-02-17,540,0
7309,2020-01-31,428,0
7310,2020-03-30,477,0
7311,2020-03-04,462,0
7312,2020-01-22,453,0
7313,2020-02-02,421,0
7314,2020-02-27,527,0
7315,2020-01-17,524,0
7316,2020-01-06,516,0
7317,2020-01-16,464,0
7318,2020-01-21,476,0
7319,2020-02-16,461,0
7320,2020-01-30,496,0
7321,2020-02-02,566,0
7322,2020-02-20,458,0
7323,2020-02-12,485,0
7324,2020-01-03,533,0
7325,2020-01-02,456,0
7326,2020-01-28,525,0
7327,2020-02-24,542,0
7328,2020-01-10,482,0
7329,2020-03-20,518,0
7330,2020-02-27,538,0
7331,2020-01-07,526,0
7332,2020-01-11,521,0
7333,2020-01-19,525,0
7334,2020-02-16,464,0
7335,2020-01-17,555,0
7336,2020-03-31,538,0
7337,2020-01-13,528,0
7338,2020-01-17,549,0
7339,2020-03-29,546,0
7340,2020-02-24,451,0
7341,2020-03-26,593,0
7342,2020-02-14,569,0
7343,2020-02-04,515,0
7344,2020-03-29,519,0
7345,2020-03-13,525,0
7346,2020-02-04,520,0
7347,2020-01-01,591,0
7348,2020-03-29,529,0
7349,2020-01-08,563,0
7350,2020-03-23,554,0
7351,2020-03-17,514,0
7352,2020-01-14,478,0
7353,2020-01-03,529,0
7354,2020-03-03,557,0
7355,2020-01-29,488,0
7356,2020-01-20,463,0
7357,2020-03-28,490,0
7358,2020-02-14,497,0
7359,2020-03-23,543,0
7360,2020-02-27,553,0
7361,2020-03-11,559,0
7362,2020-02-12,527,0
7363,2020-02-23,539,0
7364,2020-02-08,530,0
7365,2020-03-24,501,0
7366,2020-01-15,484,0
7367,2020-02-05,520,0
7368,2020-03-16,515,0
7369,2020-03-18,517,0
7370,2020-03-10,514,0
7371,2020-02-26,491,0
7372,2020-02-19,558,0
7373,2020-03-30,576,0
7374,2020-01-16,455,0
7375,2020-02-02,492,0
7376,2020-03-01,490,0
7377,2020-02-08,484,0
7378,2020-03-08,425,0
7379,2020-02-13,555,0
7380,2020-03-24,547,0
7381,2020-03-25,565,0
7382,2020-01-19,477,0
7383,2020-02-02,485,0
7384,2020-02-22,556,0
7385,2020-03-06,527,0
7386,2020-02-12,495,0
7387,2020-01-06,592,0
7388,2020-01-25,521,0
7389,2020-02-24,544,0
7390,2020-01-11,528,0
7391,2020-02-01,425,0
7392,2020-03-06,435,0
7393,2020-02-09,498,0
7394,2020-03-24,521,0
7395,2020-01-28,534,0
7396,2020-01-10,517,0
7397,2020-01-03,460,0
7398,2020-01-27,534,0
7399,2020-03-25,463,0
7400,2020-01-31,541,0
7401,2020-03-02,457,0
7402,2020-03-15,477,0
7403,2020-03-19,534,0
7404,2020-02-15,438,0
7405,2020-03-12,523,0
7406,2020-02-16,463,0
7407,2020-02-14,535,0
7408,2020-02-27,466,0
7409,2020-01-26,462,0
7410,2020-01-01,487,0
7411,2020-01-18,467,0
7412,2020-03-06,505,0
7413,2020-03-20,457,0
7414,2020-02-23,582,0
7415,2020-03-24,463,0
7416,2020-01-05,443,0
7417,2020-03-02,500,0
7418,2020-03-16,471,0
7419,2020-02-01,450,0
7420,2020-01-25,477,0
7421,2020-02-11,465,0
7422,2020-01-09,508,0
7423,2020-02-03,467,0
7424,2020-03-02,462,0
7425,2020-01-18,475,0
7426,2020-03-12,532,0
7427,2020-02-15,502,0
7428,2020-01-01,463,0
7429,2020-01-31,550,0
7430,2020-01-29,563,0
7431,2020-03-08,560,0
7432,2020-01-21,500,0
7433,2020-02-22,374,0
7434,2020-02-28,561,0
7435,2020-01-11,517,0
7436,2020-02-07,482,0
7437,2020-01-14,458,0
7438,2020-02-25,445,0
7439,2020-02-17,492,0
7440,2020-03-13,524,0
7441,2020-01-06,465,0
7442,2020-03-02,364,0
7443,2020-02-26,503,0
7444,2020-03-12,418,0
7445,2020-03-11,505,0
7446,2020-03-02,476,0
7447,2020-03-07,583,0
7448,2020-02-25,462,0
7449,2020-01-07,567,0
7450,2020-01-10,541,0
7451,2020-03-26,462,0
7452,2020-01-20,524,0
7453,2020-01-14,486,0
7454,2020-01-20,495,0
7455,2020-02-03,513,0
7456,2020-03-19,526,0
7457,2020-03-25,495,0
7458,2020-01-29,500,0
7459,2020-03-21,524,0
7460,2020-03-10,494,0
7461,2020-01-18,515,0
7462,2020-02-02,493,0
7463,2020-01-07,435,0
7464,2020-01-18,433,0
7465,2020-02-20,503,0
7466,2020-01-27,481,0
7467,2020-03-20,483,0
7468,2020-02-18,495,0
7469,2020-03-13,464,0
7470,2020-01-02,473,0
7471,2020-03-03,484,0
7472,2020-01-20,490,0
7473,2020-03-29,523,0
7474,2020-02-05,577,0
7475,2020-02-26,470,0
7476,2020-02-20,538,0
7477,2020-01-09,594,0
7478,2020-01-14,489,0
7479,2020-02-15,564,0
7480,2020-01-14,510,0
7481,2020-02-13,499,0
7482,2020-01-24,448,0
7483,2020-02-04,462,0
7484,2020-02-20,529,0
7485,2020-01-27,505,0
7486,2020-01-07,564,0
7487,2020-01-13,560,0
7488,2020-01-31,499,0
7489,2020-01-28,492,0
7490,2020-02-12,493,0
7491,2020-01-22,535,0
7492,2020-01-21,556,0
7493,2020-03-04,518,0
7494,2020-02-29,477,0
7495,2020-03-29,459,0
7496,2020-02-08,492,0
7497,2020-03-24,571,0
7498,2020-01-16,572,0
7499,2020-02-28,492,0
7500,2020-03-30,499,0
7501,2020-02-18,481,0
7502,2020-01-16,535,0
7503,2020-03-22,397,0
7504,2020-02-17,568,0
7505,2020-02-19,489,0
7506,2020-02-05,402,0
7507,2020-01-20,545,0
7508,2020-03-28,502,0
7509,2020-03-14,440,0
7510,2020-02-01,417,0
7511,2020-02-01,446,0
7512,2020-01-30,512,0
7513,2020-03-04,528,0
7514,2020-03-20,470,0
7515,2020-01-24,537,0
7516,2020-01-03,514,0
7517,2020-03-09,484,0
7518,2020-01-03,511,0
7519,2020-03-13,547,0
7520,2020-01-23,489,0
7521,2020-01-09,524,0
7522,2020-03-22,515,0
7523,2020-01-31,497,0
7524,2020-01-08,535,0
7525,2020-03-09,529,0
7526,2020-03-29,421,0
7527,2020-01-14,448,0
7528,2020-01-11,519,0
7529,2020-03-09,485,0
7530,2020-03-21,436,0
7531,2020-01-29,459,0
7532,2020-02-25,462,0
7533,2020-03-11,501,0
7534,2020-02-15,523,0
7535,2020-03-25,550,0
7536,2020-01-12,375,0
7537,2020-01-11,511,0
7538,2020-02-29,492,0
7539,2020-03-14,467,0
7540,2020-02-27,514,0
7541,2020-01-19,459,0
7542,2020-02-02,495,0
7543,2020-03-06,443,0
7544,2020-03-09,524,0
7545,2020-01-18,494,0
7546,2020-01-13,502,0
7547,2020-01-24,524,0
7548,2020-02-11,427,0
7549,2020-02-20,505,0
7550,2020-02-22,534,0
7551,2020-03-31,498,0
7552,2020-03-05,501,0
7553,2020-01-14,467,0
7554,2020-03-31,470,0
7555,2020-01-07,483,0
7556,2020-03-05,465,0
7557,2020-03-22,573,0
7558,2020-02-25,492,0
7559,2020-03-08,521,0
7560,2020-02-08,520,0
7561,2020-01-17,518,0
7562,2020-03-09,538,0
7563,2020-02-02,478,0
7564,2020-03-05,519,0
7565,2020-01-10,513,0
